"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2017","2017",0.00787390312493,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2018","2018",0.00463677705756,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2019","2019",0.00646678573876,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2020","2020",0.00710861294314,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2021","2021",0.00524318057689,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","1995","1995",0.79145990698311,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","1996","1996",0.94666538825146,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","1997","1997",1.8330011270159,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","1998","1998",1.4814621066183,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","1999","1999",1.1908694512802,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2000","2000",1.7993928487788,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2001","2001",2.0499075396725,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2002","2002",1.9952318095031,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2003","2003",1.6025653802643,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2004","2004",1.3596399015765,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2005","2005",1.3927106968414,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2006","2006",1.4896980791203,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2007","2007",1.3774528755078,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2008","2008",1.0113845040927,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2009","2009",0.50647251509873,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2010","2010",0.52720446309014,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2011","2011",0.73537539172545,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2012","2012",0.84390604952528,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2013","2013",0.78416919106133,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2014","2014",0.79353207820877,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2015","2015",0.92019653679688,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2016","2016",0.95867418551664,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2017","2017",0.95173946969996,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2018","2018",0.85910989003051,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2019","2019",0.88746178018822,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2020","2020",0.61475157223528,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-GDP","First registrations of passenger cars per one million units of current USD GDP","2021","2021",0.45755489167647,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2013","2013",0.11498759196675,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2014","2014",0.12176127417228,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2015","2015",0.17102969244017,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2016","2016",0.18090935427355,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2017","2017",0.1761971529466,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2018","2018",0.16382190491384,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2019","2019",0.14310578590042,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2020","2020",0.10525847505942,,
"EST","Estonia","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2013","2013",0.00856036436041,,
"EST","Estonia","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2014","2014",0.00927383124285,,
"EST","Estonia","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2015","2015",0.00952349245261,,
"EST","Estonia","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2016","2016",0.01038515236932,,
"EST","Estonia","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2017","2017",0.01236797047454,,
"EST","Estonia","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2018","2018",0.01054703513797,,
"EST","Estonia","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2019","2019",0.01052059172424,,
"EST","Estonia","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2020","2020",0.00745926201208,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2012","2012",1.0017418968531,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2013","2013",1.1365731484973,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2014","2014",1.3076768007181,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2015","2015",1.2323182102574,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2016","2016",1.3543194582722,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2017","2017",0.98073151032653,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2018","2018",1.0385959816245,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2019","2019",1.0452951168816,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2020","2020",1.0575229292934,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2021","2021",1.2352246395759,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1997","1997",0.03429710582444,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1998","1998",0.05049936659366,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1999","1999",0.04963157546445,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2000","2000",0.04366546526985,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2001","2001",0.06483612668979,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2002","2002",0.06452314495958,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2003","2003",0.08024979572779,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2004","2004",0.04256724523871,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2005","2005",0.07086047498662,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2006","2006",0.1187992367149,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2007","2007",0.17901363487186,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2008","2008",0.10769656492831,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2009","2009",0.08392562091846,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2010","2010",0.12617585760153,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2011","2011",0.07156637706139,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2012","2012",0.11794093276157,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2013","2013",0.17602467987408,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2014","2014",0.14225454434804,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2015","2015",0.17637126760007,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2016","2016",0.13071994771202,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2017","2017",0.16092498466658,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2018","2018",0.10741487938141,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2019","2019",0.15148112364326,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2020","2020",0.16772945464611,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2021","2021",0.14651387148254,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1994","1994",2.0334848076668,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1995","1995",2.1515570423643,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1996","1996",3.1986572421189,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1997","1997",6.7508136631095,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1998","1998",6.0599239912391,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1999","1999",4.9372628114202,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2000","2000",7.3300715469386,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2001","2001",9.2369868490723,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2002","2002",10.657918584841,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2003","2003",11.544297887242,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2004","2004",12.11992220469,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2005","2005",14.49908656419,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2006","2006",18.838588962066,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2007","2007",23.059939732076,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2008","2008",18.390684247134,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2009","2009",7.4543935437219,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2010","2010",7.7350306990368,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2011","2011",12.86010129279,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2012","2012",14.686670255297,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2013","2013",14.943129612586,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2014","2014",16.077806389283,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2015","2015",16.013294744516,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2016","2016",17.539272984291,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2017","2017",19.451427981515,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2018","2018",19.902010398063,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2019","2019",20.788334898387,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2020","2020",14.505213151794,,
"EST","Estonia","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2021","2021",12.78577718471,,
"EST","Estonia","IND-EQUI-NEWREG-LGV-PC","First registrations of light goods road motor vehicles per one thousand inhabitants","2013","2013",2.1912037736049,,
